inquiry_id,fund_use_list,fund_amount_list,fund_use_count,total_fund_amount
6a325b5f-2392-4d34-a841-f7605db520da,"['Equipment Purchase', 'Working Capital', 'Marketing', 'Inventory', 'Technology Upgrade', 'Staff Hiring', 'Office Expansion']","[717288.0, 500000.0, 500000.0, 500000.0, 500000.0, 500000.0, 73244.0]",7,3290532.0
6a532fdb-bdd6-47bb-a880-df2a568b9c5f,"['Office Expansion', 'Staff Hiring', 'Working Capital', 'Technology Upgrade', 'Inventory']","[4084989.0, 10056596.0, 958654.0, 1072784.0, 56261795.0]",5,72434818.0
6a54fbb1-907a-415a-bb89-0a23504379b8,"['Staff Hiring', 'Inventory']","[7826498.0, 73392463.0]",2,81218961.0
6a623794-1fa0-4a4e-9d39-3c8b891d1790,"['Equipment Purchase', 'Office Expansion']","[3623945.0, 25189796.0]",2,28813741.0
6a76c464-0234-4f07-9e99-954068fb3cb6,"['Inventory', 'Office Expansion', 'Working Capital', 'Research and Development', 'Staff Hiring', 'Technology Upgrade']","[4010292.0, 540188.0, 853433.0, 1211520.0, 5340920.0, 25347265.0]",6,37303618.0
6abdefd7-f597-4447-9d54-c49d900fa6c0,"['Research and Development', 'Equipment Purchase', 'Marketing', 'Technology Upgrade', 'Office Expansion']","[1086361.0, 3413276.0, 1383476.0, 523927.0, 23191864.0]",5,29598904.0
6ac7ca00-5584-402f-948e-81afa4e39048,"['Marketing', 'Office Expansion', 'Inventory', 'Technology Upgrade', 'Staff Hiring']","[500000.0, 500000.0, 500000.0, 500000.0, 1024764.0]",5,3024764.0
6acf549c-098f-4ba2-a255-3abb3062958a,"['Research and Development', 'Technology Upgrade', 'Staff Hiring', 'Working Capital', 'Equipment Purchase', 'Office Expansion', 'Marketing']","[3477358.0, 3355915.0, 5901197.0, 982139.0, 13025652.0, 1578342.0, 55237504.0]",7,83558107.0
6b5706c8-2f14-4fd5-b930-f6e5ebee2f12,"['Staff Hiring', 'Research and Development', 'Inventory', 'Office Expansion']","[3886246.0, 967466.0, 938047.0, 20056570.0]",4,25848329.0
6bd205e6-111b-4616-970a-5da71e2276b4,"['Research and Development', 'Staff Hiring']","[501359.0, 9661261.0]",2,10162620.0
6d64bf9e-37c3-4850-9e40-14b672896105,"['Office Expansion', 'Inventory', 'Working Capital', 'Marketing', 'Technology Upgrade', 'Equipment Purchase', 'Staff Hiring']","[500000.0, 500961.0, 500000.0, 500000.0, 500000.0, 500000.0, 984662.0]",7,3985623.0
6d71c02d-9ef0-4e8f-a599-2d97242860d0,"['Technology Upgrade', 'Inventory', 'Research and Development', 'Office Expansion', 'Equipment Purchase']","[2494088.0, 10010091.0, 2873343.0, 2626703.0, 52128072.0]",5,70132297.0
6da42ae5-917e-4e1e-b517-d908512bf970,"['Office Expansion', 'Staff Hiring', 'Inventory']","[5537753.0, 2767351.0, 76673256.0]",3,84978360.0
6dd64558-dfc5-4dfc-a13f-7146f626c40f,"['Technology Upgrade', 'Equipment Purchase', 'Research and Development', 'Inventory', 'Marketing']","[1213316.0, 13775591.0, 1676845.0, 5334028.0, 34834219.0]",5,56833999.0
6de35c0a-881e-4748-affa-8a2d6190c74d,"['Staff Hiring', 'Working Capital', 'Office Expansion', 'Inventory', 'Research and Development', 'Marketing', 'Equipment Purchase']","[15208735.0, 2297737.0, 607493.0, 4047127.0, 2747808.0, 7396743.0, 50692930.0]",7,82998573.0
6ebc5b66-38cd-4719-b442-6414a4c1a145,"['Inventory', 'Marketing', 'Technology Upgrade']","[518751.0, 2944846.0, 45888761.0]",3,49352358.0
6ec71f69-47dd-421c-a4b7-b81d20c581d1,"['Equipment Purchase', 'Technology Upgrade', 'Inventory', 'Research and Development', 'Staff Hiring', 'Marketing']","[7048568.0, 661771.0, 815314.0, 699237.0, 3425124.0, 15696925.0]",6,28346939.0
6f74b267-5111-49df-93d1-c3f59045fc1b,"['Inventory', 'Research and Development', 'Office Expansion', 'Staff Hiring', 'Working Capital', 'Marketing', 'Equipment Purchase']","[11672047.0, 1050240.0, 4602498.0, 832809.0, 804998.0, 4400461.0, 56154371.0]",7,79517424.0
6fba77ad-9419-4d0e-9dba-35a8ef311017,"['Working Capital', 'Office Expansion', 'Technology Upgrade', 'Marketing', 'Staff Hiring']","[2420522.0, 6790142.0, 2035977.0, 3352830.0, 70438647.0]",5,85038118.0
706abbe1-abf6-4830-8fa7-b5f84457350d,"['Office Expansion', 'Research and Development', 'Inventory', 'Marketing', 'Staff Hiring']","[750932.0, 578963.0, 1624162.0, 2151032.0, 12488366.0]",5,17593455.0
707ca099-576d-4fe2-beb1-2e0da4262594,"['Inventory', 'Equipment Purchase', 'Research and Development', 'Technology Upgrade', 'Working Capital', 'Staff Hiring']","[7311780.0, 16068704.0, 863037.0, 1147391.0, 1848143.0, 44840723.0]",6,72079778.0
70b5f5bc-8f5d-40ab-a6fe-ac8e1dd534ce,"['Marketing', 'Office Expansion', 'Equipment Purchase', 'Inventory', 'Working Capital']","[791589.0, 904009.0, 2562801.0, 1203249.0, 8809260.0]",5,14270908.0
712e046c-e7f9-499f-b7cc-96c0dff747c1,"['Technology Upgrade', 'Marketing', 'Staff Hiring']","[909401.0, 1233977.0, 10312709.0]",3,12456087.0
71ddd5e9-ac79-4c0e-a1e4-1a24f5bf186b,"['Technology Upgrade', 'Staff Hiring', 'Working Capital', 'Research and Development', 'Office Expansion']","[1514597.0, 8753007.0, 1660828.0, 3244905.0, 76414806.0]",5,91588143.0
72269462-50e6-4508-9c77-73ef934b30c4,"['Inventory', 'Technology Upgrade', 'Working Capital', 'Research and Development']","[2748128.0, 1644202.0, 959364.0, 48794938.0]",4,54146632.0
72579641-0f2e-4faa-ab4e-e40a079176d2,"['Staff Hiring', 'Research and Development', 'Working Capital', 'Inventory', 'Technology Upgrade']","[10882151.0, 2194209.0, 723240.0, 1878237.0, 48621496.0]",5,64299333.0
726448d8-5b4f-46fb-9d99-1ca055965ba9,"['Working Capital', 'Office Expansion']","[1219678.0, 86871242.0]",2,88090920.0
72c8931d-6ac9-4e8a-9d3f-758aa5d44525,"['Technology Upgrade', 'Research and Development', 'Working Capital', 'Office Expansion', 'Equipment Purchase', 'Inventory']","[1582382.0, 2423054.0, 1348160.0, 787509.0, 2526696.0, 42300405.0]",6,50968206.0
734ba69f-ef08-4f27-9cfc-35ce46b12a25,"['Inventory', 'Marketing', 'Technology Upgrade', 'Office Expansion']","[3944631.0, 4821020.0, 4022146.0, 41125918.0]",4,53913715.0
75d82883-1723-463e-aa1d-3d0e39a083a4,"['Research and Development', 'Inventory']","[1182341.0, 59094546.0]",2,60276887.0
7603ca0c-fa1d-4dc0-a635-586ce505dfb0,"['Research and Development', 'Marketing', 'Inventory', 'Office Expansion', 'Technology Upgrade', 'Equipment Purchase']","[2160495.0, 2892102.0, 10189533.0, 5446819.0, 3183705.0, 71316959.0]",6,95189613.0
763f3ba1-e132-4b91-99e9-8816327aafd7,"['Marketing', 'Staff Hiring', 'Research and Development', 'Equipment Purchase']","[1924830.0, 673036.0, 1334326.0, 30101290.0]",4,34033482.0
7737db1a-aeb8-42cc-95f9-c77b81a8d7ee,"['Technology Upgrade', 'Staff Hiring', 'Working Capital', 'Equipment Purchase', 'Research and Development']","[5053348.0, 5522775.0, 2468868.0, 928796.0, 59606357.0]",5,73580144.0
78c7aef3-9255-4554-b678-347ece365b79,"['Technology Upgrade', 'Inventory']","[621092.0, 8548967.0]",2,9170059.0
78e22302-3bed-4831-8643-e2f0afc25b21,"['Equipment Purchase', 'Office Expansion', 'Technology Upgrade', 'Working Capital']","[16075447.0, 2603232.0, 7057248.0, 72412522.0]",4,98148449.0
795fbd72-e10a-414c-bd38-6f650e50014e,"['Staff Hiring', 'Inventory']","[1719292.0, 12861900.0]",2,14581192.0
7a151f19-46ca-4e2f-9030-4d7e9eb6f13f,"['Marketing', 'Working Capital', 'Research and Development']","[7492396.0, 2492111.0, 56237332.0]",3,66221839.0
7ac03d8b-15ee-403b-9338-01552a849f4f,"['Technology Upgrade', 'Equipment Purchase', 'Staff Hiring', 'Research and Development', 'Working Capital', 'Inventory']","[3522644.0, 1963218.0, 5077470.0, 867104.0, 2318973.0, 49841409.0]",6,63590818.0
7af7fac9-4391-4d7f-8809-1e9d56a1b6af,"['Marketing', 'Equipment Purchase']","[1533044.0, 16329660.0]",2,17862704.0
7b0f1e54-905e-4330-83ec-5e8f5a48592a,"['Working Capital', 'Research and Development', 'Marketing', 'Office Expansion', 'Staff Hiring', 'Equipment Purchase']","[1722613.0, 2713354.0, 2744255.0, 7007526.0, 944294.0, 63930545.0]",6,79062587.0
7c23c9f9-566f-428d-b226-0020ffdf002e,"['Office Expansion', 'Equipment Purchase', 'Working Capital', 'Staff Hiring']","[3778860.0, 17217098.0, 2558114.0, 60912544.0]",4,84466616.0
7ce1edc8-2d4b-488d-85b0-95a07f2e6295,"['Technology Upgrade', 'Research and Development', 'Working Capital']","[500000.0, 500000.0, 1613209.0]",3,2613209.0
7deced06-58ba-49b8-a25f-d8dfc2c0241c,"['Office Expansion', 'Technology Upgrade', 'Research and Development']","[624500.0, 809325.0, 8867386.0]",3,10301211.0
7def4293-20de-4387-8446-516456e1b903,"['Marketing', 'Working Capital', 'Staff Hiring', 'Research and Development', 'Equipment Purchase', 'Office Expansion']","[3590252.0, 899295.0, 683101.0, 772007.0, 4438612.0, 15820541.0]",6,26203808.0
7f7cf4cd-e548-4f27-be89-6ee17904ee33,"['Staff Hiring', 'Working Capital', 'Office Expansion', 'Marketing']","[2006955.0, 500000.0, 622473.0, 8152335.0]",4,11281763.0
7f911123-f9f3-4d07-87af-352673ca804c,"['Working Capital', 'Office Expansion', 'Marketing', 'Inventory', 'Research and Development', 'Technology Upgrade']","[3335362.0, 3659946.0, 12618966.0, 1842554.0, 818786.0, 69970426.0]",6,92246040.0
7fbd61e8-b11c-479f-bcac-314b16c7c470,"['Marketing', 'Research and Development', 'Equipment Purchase', 'Working Capital', 'Office Expansion', 'Technology Upgrade', 'Inventory']","[3554161.0, 1093269.0, 16077736.0, 1069435.0, 2572105.0, 1811349.0, 48997821.0]",7,75175876.0
81a554eb-d13a-4411-8f22-d7995629b70a,"['Staff Hiring', 'Office Expansion', 'Inventory', 'Marketing', 'Equipment Purchase', 'Technology Upgrade', 'Working Capital']","[4259682.0, 2187440.0, 6285849.0, 3971674.0, 6347002.0, 950297.0, 24448124.0]",7,48450068.0
82292b37-56f4-471b-ab7a-c7c1baa1cb76,"['Technology Upgrade', 'Staff Hiring', 'Inventory', 'Office Expansion']","[5789770.0, 6387061.0, 6262498.0, 52004872.0]",4,70444201.0
8284f8b3-7c6a-4b05-9379-3dcba346a855,"['Inventory', 'Staff Hiring']","[7387286.0, 63165667.0]",2,70552953.0
82863f46-38a0-426c-816e-107ddd251796,"['Working Capital', 'Inventory', 'Technology Upgrade', 'Staff Hiring', 'Research and Development', 'Equipment Purchase']","[508418.0, 1597148.0, 2218033.0, 4456392.0, 746423.0, 19228688.0]",6,28755102.0
83033f58-e737-4e0e-92de-7bbed79a8eb9,"['Research and Development', 'Equipment Purchase', 'Marketing', 'Working Capital', 'Office Expansion', 'Staff Hiring', 'Inventory']","[617476.0, 830778.0, 988717.0, 920698.0, 1012374.0, 2785759.0, 31607547.0]",7,38763349.0
83074ed8-b38e-4fdf-b2ed-320ca9d48430,"['Research and Development', 'Staff Hiring', 'Inventory', 'Working Capital', 'Equipment Purchase', 'Office Expansion', 'Technology Upgrade']","[628687.0, 3469608.0, 1688081.0, 620596.0, 2292137.0, 976667.0, 9578859.0]",7,19254635.0
834341d5-7f18-40f3-8556-6c8506b95cb6,"['Research and Development', 'Technology Upgrade', 'Working Capital']","[1075483.0, 613859.0, 33781974.0]",3,35471316.0
8362435c-8bf4-4cbc-8ae9-b0a8e94ae8ba,"['Staff Hiring', 'Office Expansion', 'Marketing', 'Working Capital']","[5629155.0, 2331755.0, 3578347.0, 31651095.0]",4,43190352.0
83670750-aa33-4e1b-a7a5-4e6a2f907edc,"['Equipment Purchase', 'Research and Development', 'Office Expansion', 'Marketing', 'Inventory']","[3078361.0, 1954397.0, 6330658.0, 7925921.0, 51465055.0]",5,70754392.0
8395b9c8-0672-462e-a12d-4ae062b9e619,"['Equipment Purchase', 'Working Capital', 'Inventory', 'Research and Development', 'Technology Upgrade', 'Marketing', 'Staff Hiring']","[4396464.0, 2222352.0, 8958375.0, 3062137.0, 596592.0, 6736072.0, 63003667.0]",7,88975659.0
83ac2f36-8ce4-4667-80dd-c8b276544aaf,"['Inventory', 'Marketing', 'Technology Upgrade', 'Equipment Purchase', 'Office Expansion']","[5390757.0, 792798.0, 2913411.0, 6436638.0, 28116369.0]",5,43649973.0
83e9b26d-0460-4e2a-a009-d66ec6f4955c,"['Staff Hiring', 'Marketing']","[2359020.0, 10669237.0]",2,13028257.0
83f3b395-b1f2-455a-bcdf-342e68bb30cc,"['Office Expansion', 'Research and Development']","[3979126.0, 80917273.0]",2,84896399.0
84ca71b5-1579-41ff-a4a9-2ff65905881a,"['Working Capital', 'Staff Hiring', 'Inventory', 'Research and Development', 'Equipment Purchase', 'Office Expansion']","[880354.0, 8707395.0, 1905806.0, 651510.0, 15955006.0, 61083404.0]",6,89183475.0
84da39d2-a191-4e35-a8f1-38310de02920,"['Working Capital', 'Office Expansion', 'Equipment Purchase', 'Staff Hiring']","[796976.0, 3590602.0, 4234521.0, 61845488.0]",4,70467587.0
852d7932-e682-4ab9-9843-ac681b338e09,"['Inventory', 'Research and Development', 'Equipment Purchase', 'Staff Hiring', 'Technology Upgrade']","[6900977.0, 1588809.0, 8170924.0, 4549574.0, 35088519.0]",5,56298803.0
8534df6c-ba81-4cf5-8b2b-6ade5b5be181,"['Inventory', 'Working Capital']","[4490926.0, 55954122.0]",2,60445048.0
85ad3f5a-16ad-4f7e-8a50-bf81fd299777,"['Inventory', 'Marketing', 'Working Capital', 'Staff Hiring', 'Research and Development']","[2538147.0, 7793056.0, 2732414.0, 4507717.0, 51057638.0]",5,68628972.0
85c11ea3-73f1-4362-b2be-688bce26d74e,"['Working Capital', 'Research and Development', 'Office Expansion', 'Inventory', 'Staff Hiring', 'Marketing']","[2218414.0, 2500199.0, 3259654.0, 10918251.0, 14569913.0, 59675768.0]",6,93142199.0
860d2dcf-0a65-4470-be1b-1ac6d43b7680,"['Staff Hiring', 'Marketing', 'Research and Development', 'Inventory']","[10607421.0, 6036403.0, 630424.0, 36621830.0]",4,53896078.0
8610e657-990d-4ab8-bcb8-6565511aa9aa,"['Office Expansion', 'Inventory', 'Marketing', 'Staff Hiring', 'Equipment Purchase', 'Technology Upgrade', 'Research and Development']","[1212966.0, 4345148.0, 3717012.0, 6479977.0, 5905417.0, 758814.0, 24694268.0]",7,47113602.0
8651b322-1685-404c-beab-c62f9834ff91,"['Marketing', 'Working Capital', 'Inventory', 'Staff Hiring', 'Technology Upgrade', 'Research and Development']","[2985618.0, 698722.0, 1532976.0, 791536.0, 1487017.0, 18410606.0]",6,25906475.0
86b3f96f-bed2-4701-8335-78549acbfa67,"['Marketing', 'Equipment Purchase', 'Working Capital']","[1482510.0, 3472295.0, 28618050.0]",3,33572855.0
871dd1c2-42c0-474d-9515-ef4819a95c6b,"['Research and Development', 'Marketing', 'Working Capital', 'Equipment Purchase', 'Office Expansion', 'Technology Upgrade']","[2184106.0, 4226562.0, 1863191.0, 4802120.0, 1921116.0, 48736077.0]",6,63733172.0
885016e6-da8d-45d1-a2ac-750b3ea4195c,"['Office Expansion', 'Inventory', 'Working Capital', 'Research and Development', 'Technology Upgrade']","[884910.0, 996234.0, 500250.0, 513851.0, 13921938.0]",5,16817183.0
889f64ee-3b9f-4782-ab55-ea3033231809,"['Research and Development', 'Working Capital', 'Marketing']","[2016563.0, 3659909.0, 82457538.0]",3,88134010.0
8921f9a8-88e2-4c5e-b7ac-893141ce2162,"['Technology Upgrade', 'Research and Development', 'Marketing', 'Working Capital', 'Office Expansion', 'Staff Hiring']","[4616684.0, 1993132.0, 8242961.0, 1414084.0, 3856201.0, 50121948.0]",6,70245010.0
894cc59a-71dc-45ef-bfd5-de8515b4ac64,"['Staff Hiring', 'Equipment Purchase', 'Inventory', 'Research and Development', 'Working Capital', 'Marketing']","[7337332.0, 7770585.0, 4536741.0, 1137734.0, 1251002.0, 31295804.0]",6,53329198.0
89ffb5d0-4d71-4626-bfcf-f6f0112e3205,"['Working Capital', 'Staff Hiring', 'Equipment Purchase', 'Research and Development', 'Technology Upgrade']","[500000.0, 1187152.0, 1452904.0, 500000.0, 5114774.0]",5,8754830.0
8abce1a3-8388-45ce-b52f-a0ec18178c22,"['Working Capital', 'Equipment Purchase', 'Office Expansion']","[1415954.0, 2465093.0, 46580845.0]",3,50461892.0
8b616f5a-92b6-4410-9142-8149cdd6005d,"['Staff Hiring', 'Marketing', 'Technology Upgrade']","[7443322.0, 7999768.0, 49082754.0]",3,64525844.0
8b7289f9-e40d-4d82-ab48-3d561c3c7732,"['Inventory', 'Marketing', 'Office Expansion', 'Technology Upgrade']","[6356815.0, 9417215.0, 4208501.0, 76172205.0]",4,96154736.0
8b7f9ad2-3f67-4feb-a928-35fc754dfc8e,"['Marketing', 'Staff Hiring', 'Inventory', 'Technology Upgrade']","[9406066.0, 539800.0, 2461262.0, 81216687.0]",4,93623815.0
8c5e6cba-ef22-446a-8995-e535ec9025ea,"['Equipment Purchase', 'Technology Upgrade']","[709866.0, 58044684.0]",2,58754550.0
8c7ec27d-ec69-4827-8030-284eea16c1e8,"['Equipment Purchase', 'Office Expansion']","[4603497.0, 19849201.0]",2,24452698.0
8cba2571-d368-446b-b10b-c86f7d088136,"['Staff Hiring', 'Research and Development', 'Working Capital', 'Technology Upgrade', 'Office Expansion', 'Inventory', 'Marketing']","[824838.0, 563765.0, 942380.0, 932651.0, 1841934.0, 2386786.0, 15107257.0]",7,22599611.0
8ce602e7-77c6-4773-9568-ae0e17af2da3,"['Technology Upgrade', 'Equipment Purchase', 'Working Capital', 'Inventory', 'Office Expansion', 'Research and Development']","[3305665.0, 5238793.0, 1227001.0, 1573812.0, 618072.0, 22026260.0]",6,33989603.0
8e3106b5-573e-4a91-9127-519be22d1826,"['Equipment Purchase', 'Working Capital', 'Research and Development']","[4137180.0, 1009097.0, 33386966.0]",3,38533243.0
8ec8531c-a3ee-4cc1-a190-0b0a2fc2f5f2,"['Equipment Purchase', 'Technology Upgrade', 'Working Capital', 'Marketing', 'Research and Development']","[1089125.0, 1981785.0, 1195367.0, 4451740.0, 35307824.0]",5,44025841.0
8eef7d77-c284-4b09-843a-047dd7e18f40,"['Working Capital', 'Equipment Purchase', 'Office Expansion']","[1274606.0, 9921622.0, 45685535.0]",3,56881763.0
8f1c0be9-7417-44e3-9024-104a35f580ff,"['Office Expansion', 'Equipment Purchase']","[5790940.0, 88893743.0]",2,94684683.0
8fba9599-fd4d-4d44-a192-3676583527b5,"['Office Expansion', 'Marketing', 'Inventory', 'Equipment Purchase']","[613592.0, 3133725.0, 1332903.0, 19525770.0]",4,24605990.0
90132c61-fc23-42ff-aeb1-0975630a777c,"['Office Expansion', 'Staff Hiring']","[2835992.0, 78455647.0]",2,81291639.0
9063f8d3-c344-4314-bc58-d514dcd9d209,"['Office Expansion', 'Inventory', 'Marketing', 'Working Capital', 'Staff Hiring', 'Research and Development']","[1987546.0, 3260368.0, 2661747.0, 1249951.0, 4107292.0, 22882114.0]",6,36149018.0
90a8477f-dc28-4622-a603-87d85dfd8c68,"['Working Capital', 'Research and Development', 'Staff Hiring', 'Office Expansion', 'Technology Upgrade']","[1044059.0, 697040.0, 6080036.0, 1433612.0, 25067645.0]",5,34322392.0
90ea6966-8610-4e45-9cde-fda3487bd9c0,"['Research and Development', 'Equipment Purchase', 'Technology Upgrade', 'Staff Hiring', 'Marketing', 'Inventory']","[2040086.0, 16632811.0, 1685776.0, 6144969.0, 5103254.0, 37674625.0]",6,69281521.0
9137e373-befa-4ef5-a90c-81c63459ab09,"['Office Expansion', 'Staff Hiring']","[980949.0, 75410296.0]",2,76391245.0
9217ac6b-0990-4d3a-bf65-32d9a61c8f80,"['Inventory', 'Equipment Purchase', 'Technology Upgrade', 'Research and Development', 'Office Expansion', 'Working Capital', 'Staff Hiring']","[9028664.0, 18412311.0, 1020480.0, 1077374.0, 4542607.0, 2230932.0, 51405153.0]",7,87717521.0
924697f9-4d77-4ab6-984f-7cdb34171700,"['Research and Development', 'Equipment Purchase', 'Technology Upgrade', 'Inventory', 'Working Capital', 'Marketing', 'Office Expansion']","[558961.0, 1587987.0, 754572.0, 1677601.0, 505897.0, 622365.0, 11106726.0]",7,16814109.0
92545721-adc4-4785-a538-8272ddabce04,"['Research and Development', 'Working Capital', 'Marketing', 'Office Expansion', 'Staff Hiring', 'Technology Upgrade', 'Equipment Purchase']","[1139516.0, 654525.0, 1565061.0, 5166899.0, 9673225.0, 1023712.0, 49554706.0]",7,68777644.0
926880bf-6e89-4071-adec-5e64187ed9e6,"['Inventory', 'Technology Upgrade', 'Office Expansion']","[2402101.0, 2031552.0, 29218331.0]",3,33651984.0
947715a5-2350-4e65-aec7-d115d5a21f7e,"['Marketing', 'Inventory', 'Office Expansion', 'Technology Upgrade', 'Working Capital', 'Equipment Purchase', 'Staff Hiring']","[500000.0, 500000.0, 500000.0, 500000.0, 500000.0, 500000.0, -493018.0]",7,2506982.0
948c52bf-af88-471c-a8d5-312282bc15a3,"['Staff Hiring', 'Working Capital', 'Inventory']","[9412076.0, 1399589.0, 45689116.0]",3,56500781.0
94b915dc-5960-4310-b97d-edab942f7551,"['Research and Development', 'Office Expansion', 'Staff Hiring', 'Equipment Purchase', 'Marketing', 'Inventory']","[1524440.0, 1421412.0, 16841374.0, 14049412.0, 6830434.0, 56963332.0]",6,97630404.0
958c86e8-cae0-452b-b6c3-78298b5d40fd,"['Research and Development', 'Inventory', 'Working Capital', 'Marketing']","[1102666.0, 715725.0, 1638245.0, 63329573.0]",4,66786209.0
95cd07b8-d571-4920-bf53-41e3da779efa,"['Inventory', 'Equipment Purchase', 'Working Capital', 'Marketing', 'Research and Development', 'Technology Upgrade', 'Staff Hiring']","[701491.0, 11052341.0, 1417782.0, 643073.0, 709380.0, 693776.0, 32212753.0]",7,47430596.0
96429cae-e963-4eb8-b38f-f1e130449c73,"['Staff Hiring', 'Working Capital', 'Equipment Purchase', 'Marketing']","[4568655.0, 1962204.0, 18866955.0, 60620347.0]",4,86018161.0
96552487-d2a4-4566-b071-8b03e592f81a,"['Working Capital', 'Marketing', 'Equipment Purchase', 'Research and Development', 'Staff Hiring', 'Inventory', 'Office Expansion']","[950020.0, 1770119.0, 2748188.0, 751139.0, 1103409.0, 1008460.0, 20069932.0]",7,28401267.0
966419fb-6cc9-4e7b-93b2-a4230c873100,"['Marketing', 'Research and Development', 'Technology Upgrade']","[2572637.0, 2783440.0, 56269882.0]",3,61625959.0
96834211-4cc6-4140-9ead-36af49d5ecd5,"['Technology Upgrade', 'Working Capital', 'Research and Development', 'Equipment Purchase', 'Inventory']","[500991.0, 503083.0, 564996.0, 1148486.0, 13012381.0]",5,15729937.0
96b15519-a73f-45f8-9afa-3632b2b20e20,"['Staff Hiring', 'Inventory']","[8946276.0, 48496837.0]",2,57443113.0
96cce28d-87e5-4b52-b3a7-ba51ab98d6c9,"['Staff Hiring', 'Inventory', 'Technology Upgrade', 'Marketing', 'Equipment Purchase']","[13496995.0, 7712923.0, 4258579.0, 6545686.0, 38219762.0]",5,70233945.0
978d154b-2a01-452d-a6d9-6baa52806c56,"['Equipment Purchase', 'Staff Hiring', 'Technology Upgrade', 'Research and Development', 'Inventory']","[7581443.0, 3410210.0, 2390742.0, 1280813.0, 32494613.0]",5,47157821.0
97ad4ea7-0fde-467e-92d3-4a8d9e2afdce,"['Marketing', 'Office Expansion', 'Inventory', 'Equipment Purchase', 'Technology Upgrade']","[1993093.0, 1034553.0, 3405077.0, 2232686.0, 17568374.0]",5,26233783.0
987cd4c4-130d-410c-a63d-406af4799a02,"['Research and Development', 'Staff Hiring', 'Office Expansion']","[1576143.0, 2021657.0, 54766611.0]",3,58364411.0
98b103aa-a1e9-4511-9fd2-ebfa996b61b2,"['Working Capital', 'Inventory', 'Staff Hiring', 'Research and Development', 'Marketing', 'Office Expansion', 'Technology Upgrade']","[571578.0, 957050.0, 1729745.0, 506118.0, 684494.0, 745636.0, 8204103.0]",7,13398724.0
98ccf484-58d1-4b33-b18d-72fc09998fd0,"['Staff Hiring', 'Research and Development', 'Equipment Purchase', 'Working Capital', 'Inventory', 'Technology Upgrade', 'Marketing']","[1029600.0, 1526443.0, 10085290.0, 1077466.0, 7916646.0, 978254.0, 47173285.0]",7,69786984.0
98d86664-c23b-416a-a49b-0c7240fc83b2,"['Working Capital', 'Technology Upgrade', 'Staff Hiring', 'Office Expansion']","[1820534.0, 3642474.0, 6545420.0, 26442502.0]",4,38450930.0
98efd244-014e-407b-8ba1-f903500ff080,"['Technology Upgrade', 'Office Expansion', 'Research and Development']","[2879967.0, 1467073.0, 72381837.0]",3,76728877.0
997579ed-dc53-486e-ac98-5898389f5fee,"['Working Capital', 'Inventory', 'Research and Development', 'Staff Hiring', 'Office Expansion', 'Technology Upgrade', 'Marketing']","[1184670.0, 1657427.0, 1924954.0, 5250974.0, 1237629.0, 3105615.0, 36285005.0]",7,50646274.0
9a842d92-e55b-4f48-a104-ced56321d711,"['Marketing', 'Working Capital', 'Technology Upgrade']","[10094373.0, 2666312.0, 83327665.0]",3,96088350.0
9b4d9a3d-ff06-4194-a576-102a405f5eda,"['Staff Hiring', 'Office Expansion', 'Inventory', 'Research and Development', 'Equipment Purchase', 'Technology Upgrade']","[4871696.0, 2507182.0, 3365297.0, 908025.0, 2561231.0, 17002333.0]",6,31215764.0
9b9325c4-a850-4415-9806-4f461e3466f4,"['Working Capital', 'Research and Development']","[721716.0, 22157002.0]",2,22878718.0
9bedf1eb-570c-405e-b0fd-57b54b2a0162,"['Office Expansion', 'Inventory', 'Research and Development', 'Marketing', 'Technology Upgrade', 'Working Capital', 'Staff Hiring']","[902477.0, 2773647.0, 506417.0, 1264822.0, 513764.0, 672452.0, 13093251.0]",7,19726830.0
9d2ccc95-1d40-4018-935c-37f64bf66645,"['Office Expansion', 'Marketing', 'Working Capital', 'Technology Upgrade', 'Research and Development']","[6628308.0, 5840058.0, 934051.0, 1148395.0, 65058770.0]",5,79609582.0
9d474c6d-5bf8-4519-8f9c-c9c6decd0d32,"['Technology Upgrade', 'Staff Hiring', 'Office Expansion', 'Research and Development', 'Marketing']","[917701.0, 1459255.0, 947351.0, 500000.0, 9499048.0]",5,13323355.0
9dbc4ab7-1674-467f-b7dd-74280184c47a,"['Office Expansion', 'Technology Upgrade', 'Working Capital', 'Marketing']","[2996902.0, 5712761.0, 1382464.0, 82715499.0]",4,92807626.0
9e6b752a-329a-4624-bd1f-934114c625c9,"['Working Capital', 'Office Expansion', 'Technology Upgrade', 'Staff Hiring', 'Inventory', 'Equipment Purchase', 'Marketing']","[568018.0, 1163585.0, 1254480.0, 2142551.0, 914442.0, 1895621.0, 11307420.0]",7,19246117.0
9e705663-433f-4867-b99c-485106c8b539,"['Equipment Purchase', 'Marketing', 'Office Expansion', 'Research and Development', 'Technology Upgrade', 'Staff Hiring', 'Working Capital']","[8182378.0, 1811961.0, 1481186.0, 600457.0, 2055114.0, 1872663.0, 17893211.0]",7,33896970.0
9ee42fe9-30ed-4100-bd55-a9875db7bd12,"['Inventory', 'Marketing', 'Research and Development', 'Equipment Purchase', 'Technology Upgrade', 'Office Expansion']","[9744577.0, 8962847.0, 680683.0, 7254533.0, 5949532.0, 53889435.0]",6,86481607.0
