inquiry_id,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount
10598759-e052-4978-a972-78f21f82acf1,[4.251120631313878],[44907672],[155929],[52760664]
b1dcf2be-c568-49a0-a893-1f2fec27c30e,"[5.436401701673059, 15.530583177708365, 5.762983594054174]","[1029864, 1627024, 9479897]","[14304, 135585, 157998]","[2566088, 2188417, 12708677]"
98ccf484-58d1-4b33-b18d-72fc09998fd0,[5.6420989293283625],[13775115],[49910],[15863112]
54cb31d0-d8e7-4f6d-915a-761266307474,"[6.761638451474528, 6.844285008102362]","[173298, 1520562]","[1313, 126714]","[3526636, 4040109]"
590cd986-9c72-4f56-8f87-4d7f709bac94,"[5.470980891351571, 5.025913423041583]","[7975631, 623282]","[132927, 7420]","[8421033, 3104568]"
159885c3-16a2-4d20-94f7-57c533830a8a,"[11.629431082904146, 10.984867104639827]","[1718653, 2520782]","[28644, 105033]","[3315546, 2880908]"
8f1c0be9-7417-44e3-9024-104a35f580ff,"[4.968506071059217, 7.068563665865808]","[20101720, 1557691]","[119653, 7212]","[61367729, 5560195]"
81a554eb-d13a-4411-8f22-d7995629b70a,"[7.329183128670884, 16.091312512226352, 4.292739988478714, 18.89987262809731, 9.468610244214183]","[405403, 1127969, 4403119, 202858, 973405]","[4826, 15666, 15289, 3381, 11588]","[4059024, 2091547, 9333330, 1841293, 1000000]"
8c5e6cba-ef22-446a-8995-e535ec9025ea,[6.958347279945457],[3716541],[20647],[4657895]
9d474c6d-5bf8-4519-8f9c-c9c6decd0d32,"[12.428311678337689, 8.319092272206827, 3.7314482180611153]","[1308935, 5228941, 4375325]","[21816, 62249, 13022]","[2076467, 9654013, 5000000]"
5f058e87-476a-4460-9d01-55b68d3f0c5f,[7.725380945930143],[14044014],[195056],[18691818]
a2414c57-7bd4-4148-abd8-c758929bad8d,"[9.447461453037237, 4.347475048903819, 19.269086327244754, 4.497469083454975, 10.822877681288743]","[2054091, 7367100, 171787, 2769487, 497665]","[171174, 204642, 4772, 11540, 10368]","[2189379, 7825036, 631643, 5000000, 1000000]"
72579641-0f2e-4faa-ab4e-e40a079176d2,"[10.298551384176742, 9.615877008819698, 4.637910020886893, 6.4964807398306155, 7.867737545590895]","[1481860, 1979490, 6947017, 1044579, 115747]","[30872, 23565, 24122, 21762, 603]","[1935052, 8480338, 7082240, 6893818, 518811]"
eaf8a8ab-39fd-49da-83f8-a1468ba095b0,"[17.703867514323147, 5.0967609205480615, 9.72836922930872, 7.2839232425618405, 3.6466933526559258]","[3289492, 1011096, 7818186, 1833454, 13288408]","[39161, 12037, 93074, 25465, 48146]","[3518374, 1943851, 8572761, 5454507, 18568942]"
b077e211-cf45-4b65-bfaf-a78a25310910,"[6.826179431366765, 7.897956966381825, 18.736046383920012]","[4210440, 2302931, 233921]","[50124, 10662, 3899]","[9535453, 4198134, 242465]"
83074ed8-b38e-4fdf-b2ed-320ca9d48430,"[5.996642901899382, 4.649900948364337]","[2775880, 5190915]","[23132, 39325]","[6256481, 6062745]"
4003f4e9-3348-4c4a-a4a3-02b1db46441e,"[5.2773792792402405, 6.840050447548247, 4.819281135821676, 5.421738936438564, 6.546962617888591]","[3423637, 110291, 255233, 571010, 298049]","[25937, 1838, 1519, 7931, 2070]","[5000000, 200000, 500000, 1000000, 500000]"
6da42ae5-917e-4e1e-b517-d908512bf970,"[4.029191438863322, 18.773956339382266, 6.540996071271288]","[817575, 765537, 2451504]","[17033, 15949, 11350]","[2193966, 899835, 3775504]"
26f6423c-5e97-4de0-8267-54d05a039390,"[11.782127134045243, 4.873745367196586, 14.415280950169427, 16.84533973748117]","[1026701, 27250218, 430734, 136541]","[21390, 108136, 17947, 5689]","[5602302, 36019838, 1373954, 210721]"
53547a7e-bb03-4948-9f1c-f9d05e74d442,"[8.25072322371122, 4.437817368247799, 5.388184519359409]","[850955, 5399882, 247972]","[17728, 15517, 1292]","[2094783, 16489230, 5000000]"
bb5ae2f6-0ae9-447e-9926-c5cffe2b350f,"[4.88445331577336, 6.147862838727926, 7.0509412220164265, 8.369817855233652]","[11257825, 2325536, 237352, 853400]","[46908, 16150, 3956, 11853]","[17207647, 5000000, 500000, 1000000]"
1667e6b3-0653-4ff6-a2b0-846d53da7402,"[9.061820192792881, 4.515068662509199, 5.7199064846716]","[800400, 5811625, 1628109]","[9529, 44027, 4523]","[2160258, 9090033, 5675916]"
5caa496f-c3f8-44d1-8855-47a1b6c10e8b,"[8.144046080666811, 19.676215713459897, 6.640480290428144, 3.348169616274018]","[1180169, 632592, 572186, 3785637]","[98347, 17572, 7947, 18557]","[4267825, 712951, 1000000, 5000000]"
c1fc6e48-bfca-4a6d-8ca9-b3def053806a,"[14.078093169161269, 13.167257826345049]","[1431316, 256606]","[39759, 3055]","[1689501, 1874060]"
61a9579b-21d6-4942-8edb-814a8deb9fa9,"[11.825940459659902, 7.306362201734603, 8.838977915384596, 10.975381720571882]","[3686318, 2566286, 4386557, 307490]","[76798, 42771, 73109, 8541]","[4793922, 3785509, 4434525, 8052633]"
8b7f9ad2-3f67-4feb-a928-35fc754dfc8e,"[17.47347145965269, 12.738885829593608]","[810686, 2755594]","[13511, 32805]","[4265822, 4776356]"
2f51cb15-02f9-44ec-a021-2ec4c3e26ced,"[8.035702570912045, 6.697458910283519]","[1171050, 16576925]","[16265, 138141]","[4789897, 18955898]"
763f3ba1-e132-4b91-99e9-8816327aafd7,"[10.718769856201945, 6.361591456899127, 7.129197652987283, 6.290920091307841, 13.744416923229132]","[151446, 3464067, 342026, 2386169, 190063]","[12621, 22206, 1425, 7954, 7919]","[3955365, 6862218, 500000, 5000000, 200000]"
1b42bcea-0404-49e4-8240-17e62fb6ae11,"[4.037833714208767, 19.03946994843888]","[10192939, 1346898]","[70784, 16035]","[17689882, 3617500]"
513393a0-8fc4-4abe-aa45-75c313af2c54,"[11.978371327174887, 4.791989857085218, 11.370585676055981, 5.126553834332032, 6.864298021655355]","[1263666, 15678365, 4003435, 2759010, 559962]","[105306, 130653, 111207, 13525, 9333]","[4803688, 18568849, 4206507, 6148068, 953416]"
3b48695c-73b1-4b7c-929a-45ff6b1e3f1b,"[17.067801408018134, 6.223806669294971]","[1618342, 185336]","[26972, 2574]","[2130646, 254360]"
dc0a9700-10d4-47a1-a417-b7ded025b512,"[6.218272903468355, 9.277912194518809, 5.743897533713643, 10.227770803540992, 15.80098119902994]","[2454554, 1929464, 2329429, 923817, 286822]","[12784, 53596, 27731, 12831, 11951]","[13103234, 6043011, 2480479, 3277095, 2490853]"
a9ed2019-b569-4e7c-89eb-1fcc8f0f8dea,"[8.290672978283602, 4.031504811152129, 4.863494713328462]","[123222, 997261, 298641]","[3423, 13851, 1914]","[1000000, 1000000, 500000]"
4bc5cdff-f960-4e58-a787-c0318693043b,"[12.456118520656286, 6.784298245361671]","[1300680, 2601815]","[21678, 13551]","[1576156, 5502329]"
f299b462-ef0b-48d6-ab5f-8443007307ab,"[6.825826899258364, 7.053832764200302, 5.238436487086609, 7.386330269690326]","[6642020, 7464942, 709364, 1192523]","[30750, 103680, 4222, 6625]","[6899795, 8001984, 1140241, 3287834]"
ab12748e-3165-442e-9ece-3a79dff66d1a,"[11.831780743391057, 4.104877338636572, 6.090788395882626]","[154410, 679598, 636154]","[3217, 18878, 8835]","[618874, 1454137, 1000000]"
d571544f-93c5-47b0-8ac7-fda3a75d33bd,"[5.599454144977409, 9.083114499125614, 4.723076573684687, 7.059051593251825]","[423652, 113902, 652072, 145594]","[1217, 2373, 7763, 6066]","[5000000, 200000, 1000000, 200000]"
0e7261e8-ec58-423c-9082-479baaf651fb,[17.845426624483327],[501822],[10455],[1843983]
528471a2-7862-425c-9582-78e82192e83d,"[6.909898456419178, 7.996276808792494]","[1205020, 1551421]","[4017, 43095]","[19369731, 1920421]"
be191b7a-9346-4d1a-b510-8bdbb325c884,[19.863946699513054],[594742],[24781],[4996539]
b617c5bd-5e89-4342-b310-343fe8350ee9,"[10.047107410674148, 17.211083470792815, 6.351953014653525]","[387700, 2383759, 3647674]","[4615, 66216, 101324]","[7893988, 4554958, 6533369]"
1927f4d6-1af1-4535-b70b-a603bba272d7,"[7.974536841018887, 15.56574249077984, 11.56497582861332, 6.043406391395705, 10.580012257281897]","[727167, 702560, 3290506, 5444305, 953167]","[12119, 14637, 68552, 45369, 15886]","[3248709, 932890, 5073458, 16335656, 3571667]"
f9a3da6d-cf9a-462f-b871-4cf428cf04d5,"[5.19944500197059, 6.342832802822347, 10.791695810362032]","[1374025, 4109514, 1374291]","[7156, 31133, 28631]","[4149123, 6608002, 1978643]"
c69ea575-237f-4c96-9ccd-cd66bc8f91f8,"[11.202135401332509, 4.799044096040912, 17.71248829392716]","[883499, 17992647, 497658]","[12271, 83299, 10368]","[2015565, 18404086, 531603]"
b8af5e67-481c-4338-a788-128a757a7c08,"[10.463030644760945, 11.619570913022718, 15.997792354540973, 6.752952318392568]","[1927896, 1842854, 1870807, 14348588]","[32132, 30714, 77950, 44286]","[2230951, 2344398, 2121694, 23340709]"
fdc4d6d0-8873-4b3d-b997-0d1d9140a7ad,"[6.4368739729922915, 4.493210684448945, 4.547018698690908]","[10960486, 2706128, 506943]","[76114, 22551, 6035]","[16511011, 5000000, 1000000]"
066b14b4-9ea3-48aa-9d6a-10358a7e3b15,"[4.40700446293251, 5.108530987434683, 5.921499606750356, 13.387433773561213, 5.782528139996523]","[556775, 3464227, 437580, 167485, 1114768]","[7733, 26244, 2279, 13957, 5161]","[1018336, 5000000, 500000, 200000, 5000000]"
152ead8a-b21a-4c05-8880-4e9224f7bf9f,"[7.473730297091986, 3.822425609340237]","[1057989, 1932136]","[5186, 11501]","[3088280, 5000000]"
e2d123d3-9061-4fcd-a806-4d81328587b1,"[6.866094124215086, 3.69966346308337, 7.598916455364459, 4.858496031042772]","[1294096, 1640545, 448761, 1894411]","[5991, 4557, 4155, 7893]","[2236553, 5000000, 500000, 5000000]"
83f3b395-b1f2-455a-bcdf-342e68bb30cc,"[7.521111135404043, 9.341181943209264, 15.758160191727635]","[3894192, 701818, 248333]","[46359, 8355, 2956]","[5281986, 2721724, 2281328]"
01c0c7f0-aed6-488c-8344-408f8ce3186e,"[9.777224549087547, 9.528311981680314, 8.837464912410546, 5.568270357206549, 14.121746104415905]","[811317, 3818017, 813685, 14423126, 1062300]","[11268, 63634, 9687, 171704, 22131]","[2675916, 6758276, 2814907, 15224366, 1735721]"
734ba69f-ef08-4f27-9cfc-35ce46b12a25,"[3.564302038534727, 6.894554016428986]","[11580869, 7381764]","[37118, 41010]","[41393140, 14260689]"
b6bdc831-6c46-4958-834b-b145126de15a,[11.95020307930578],[3234058],[44917],[5557379]
0068621e-199e-4126-a10f-cff3f3219812,"[6.3588748285662735, 5.981056270640659, 5.873371498968108]","[2481123, 1852398, 2470578]","[41352, 8125, 34314]","[3142766, 11477417, 5890008]"
27b06261-6c8a-4d27-8ba2-d8fd982bfecb,"[8.951071785312397, 7.721832886614857]","[1195856, 2334189]","[19931, 12157]","[5060180, 17657945]"
96b15519-a73f-45f8-9afa-3632b2b20e20,"[5.5208728377652925, 6.158152540269596]","[4615731, 1871491]","[22626, 38989]","[7152351, 2134949]"
f3da5b33-d09b-4eb5-b1ca-e04c6c91e4c2,"[6.795081317831837, 4.826194405737709]","[3817196, 404067]","[79525, 3061]","[8613072, 5014337]"
bcbf20d9-f4d8-4b00-a30d-ceff046b1a5c,"[3.524578514109052, 7.32949702595107, 5.981030485768369, 10.079328068287925]","[8911773, 754792, 622658, 192505]","[25609, 3700, 2883, 4011]","[10415447, 892004, 1620080, 1000000]"
4549eb79-2934-4ab8-940f-3c9c3f5b6427,[4.887412683200353],[541792],[5017],[667423]
6a325b5f-2392-4d34-a841-f7605db520da,"[4.314783944623741, 16.002227343011192, 16.259201224176273]","[5178249, 3002336, 1385858]","[61646, 35742, 16498]","[6875847, 4912261, 1442855]"
c8952f1f-19bb-415e-86da-c10cbbf70e27,[3.145895486127813],[19844774],[78749],[37547685]
cba319aa-8c53-4b84-a42a-f947b63a6d83,"[7.552457080657097, 3.227301181611239, 6.937015984836992, 3.6260923017866564, 7.781758355272537]","[3311911, 5899910, 4096754, 3853013, 227417]","[91998, 16954, 113799, 16899, 3159]","[9249147, 27386069, 4140523, 5000000, 500000]"
a954bfca-e14a-4c46-9456-1007ca733475,"[6.075956276840302, 4.569150717190295]","[9668172, 7956326]","[40284, 30138]","[11161966, 14868939]"
abe7fd09-4b50-4584-af12-b97e80313b88,"[9.221685358175188, 5.6745539488139025, 5.024523165521668, 7.80571448506762]","[5982297, 762883, 476168, 206553]","[83087, 12715, 1526, 906]","[8208146, 1000000, 5000000, 500000]"
712e046c-e7f9-499f-b7cc-96c0dff747c1,"[3.8458274912760735, 7.52282428824212, 6.587875913070126, 5.177521151309943]","[9353005, 632639, 4667641, 1750752]","[59955, 13180, 55567, 14590]","[17668531, 911140, 6663642, 3450940]"
7f7cf4cd-e548-4f27-be89-6ee17904ee33,"[5.300909849147503, 11.712039505394738, 5.512280309123673]","[14271190, 647131, 560771]","[56632, 26964, 2460]","[33593013, 1531441, 1116969]"
2ff29234-97c2-4660-8f25-85bebdcbbd1c,"[6.101579997498686, 3.152754319082726, 6.408027763575326, 5.657919993489062]","[6524437, 6057274, 484219, 687976]","[45309, 45888, 2522, 3372]","[33756535, 14193238, 508079, 735306]"
f73771b8-9adf-4aa4-9902-7cfd803cf815,[10.126614261241974],[3666349],[61106],[6112975]
d914d8a6-a581-47e3-ac02-652da492cd37,[5.951257632182415],[1683365],[6376],[6931404]
6de35c0a-881e-4748-affa-8a2d6190c74d,"[7.9769144469426525, 6.340255947712367, 6.266594735213536, 11.60941645907278, 6.641154928888821]","[11318461, 865506, 2159297, 1625906, 3047148]","[188641, 14425, 8997, 33873, 50786]","[14152145, 2158022, 12718764, 4135124, 8853344]"
a160f151-2fa9-4db0-9aec-4667c4ef6ddf,"[15.575974584310677, 4.221284478607643, 11.682920497607808, 6.7839267160680485]","[478500, 4700318, 873092, 32629883]","[19938, 19585, 14552, 93764]","[2267209, 18233554, 4893292, 53770359]"
54c04458-9c4a-48c5-80ab-fd1282250ec6,"[4.985980836959404, 6.132226209599087, 4.595156478880327, 5.28423443901654]","[2534914, 13661422, 1882552, 1626399]","[30178, 142306, 9805, 7530]","[7176027, 17271508, 2233226, 5000000]"
12c4d535-9dea-4094-b1fb-4d8a4e0d9679,"[6.311477131917529, 9.717261912311752, 4.436501146750818, 16.381164640943098]","[7495683, 4196550, 4728715, 185728]","[39040, 116571, 15762, 3095]","[45812144, 5906599, 5000000, 200000]"
d886e2ae-9e18-4afd-ad12-4185ef8d3e6f,"[5.778904709540374, 4.717015915676887, 18.432142751944156, 4.595262374060065, 5.906327833085392]","[1385293, 3796321, 153850, 264549, 11051622]","[16492, 79090, 3205, 1102, 76747]","[3852525, 9271526, 466718, 10895790, 12410314]"
5a15e376-b26f-4835-9c7a-cd7820ed7729,"[7.509586591762538, 16.12517694344419, 5.050355527967058, 11.351594725007468]","[704510, 608177, 4781460, 6713728]","[6523, 16894, 19923, 79925]","[15139036, 1761383, 13778268, 8370931]"
ba18272b-25a5-4fe8-91fa-449bd6edb134,"[17.438263920134652, 3.0844106844416364, 6.340970797976908, 7.531230233028473]","[272195, 6668363, 4655668, 411005]","[11341, 29247, 77594, 3425]","[613592, 24729618, 4686974, 1554237]"
0b2a49a9-7235-4f47-845c-e116592ad2ee,[7.484230710442145],[993857],[27607],[2310329]
3e298277-2569-41f3-957a-617dceb21780,"[9.008976448842247, 17.06331396251395, 9.79982096884938, 6.8635932868046305, 6.576584226951638]","[6793594, 3306871, 3510198, 516350, 4289731]","[94355, 91858, 73129, 2689, 15543]","[8369755, 3770259, 4694434, 838750, 5000000]"
d020f6ff-5927-4a48-a68d-97ea568f6914,"[6.093766902768974, 7.415986165538627, 19.469219505146054]","[2218730, 372781, 633363]","[13207, 10355, 52780]","[5095828, 1925475, 966341]"
23745c63-2bd8-48e7-b9ac-13ab3fb56c15,[5.6801928680909874],[2720692],[13337],[12531972]
d2cc218d-f2c1-40d5-ae51-3a66696fad3f,"[17.11912554704479, 3.2993900003496837, 4.305000283191086]","[1509166, 14057438, 5206603]","[41921, 117145, 27118]","[4280717, 33908645, 5429556]"
8610e657-990d-4ab8-bcb8-6565511aa9aa,"[3.6169553489358233, 4.437831766883867]","[5091410, 3494024]","[15153, 10040]","[11426291, 5000000]"
2ada6522-5570-4695-9dc8-4648ea9b871e,"[5.385650490024142, 3.3690318803780928]","[661612, 2123971]","[1901, 8850]","[7308014, 7733283]"
fba2a3ed-19fd-4650-ac22-8b1caf8ce308,"[15.175035312375865, 4.7392817940743335, 4.828819792107943, 19.686812172927965]","[2191714, 6118474, 160633, 227882]","[36529, 19610, 669, 3165]","[3405562, 21419504, 5000307, 298669]"
bead3644-21f7-4b71-b48a-7c4de1c710c8,"[12.468554528943706, 7.919654212266233, 4.627080829459178, 5.005432954258828]","[2236594, 3458888, 15843196, 4646136]","[186383, 96080, 101559, 13828]","[3035182, 3587441, 16547192, 5357665]"
019e8ccf-1214-4da4-8059-b7927029a885,"[19.48461757026614, 4.3004782419824785, 6.8470825652348335]","[851197, 9714965, 1197551]","[11822, 62275, 19959]","[2465347, 20916737, 2955505]"
ea33b338-07ef-463f-ad21-01b002686d62,"[4.613285241827478, 16.639894197875616, 16.183059301024066, 11.20289275134123, 10.85339809317749]","[23974574, 1216003, 1091122, 487739, 974696]","[76842, 50667, 90927, 10161, 11604]","[28197375, 1410780, 2040915, 6873158, 1048348]"
3bf0b534-2dbb-4e24-a6b1-1a6ce0b4aca0,[13.978852409938826],[291215],[4045],[1070230]
d46d3120-b33a-4f40-9b8c-9c1291a96369,[15.254533223648334],[2228809],[37147],[3793140]
08a7c9e3-fcc5-4c8e-b38a-09134d721184,"[11.309127150224178, 7.7141131962859, 3.4194268938705563]","[4326421, 1925848, 3620625]","[72107, 9440, 15086]","[6767761, 5187722, 50269519]"
2097ca90-8de7-48e8-81da-bbb48933b6eb,"[14.005101877089016, 4.329076297886909, 4.5517596935552636]","[2765050, 5148343, 458002]","[57605, 18653, 1316]","[4001344, 5262065, 5118764]"
947715a5-2350-4e65-aec7-d115d5a21f7e,"[4.396924008224961, 7.651433248509875, 10.286627428562252, 4.055036710401647]","[1930492, 259248, 923157, 248162]","[5547, 1800, 19232, 2298]","[5818828, 939100, 1676562, 500000]"
75d82883-1723-463e-aa1d-3d0e39a083a4,"[6.635740905192676, 9.294338671673032, 11.496303163051515]","[3794024, 875589, 2586048]","[16640, 18241, 30786]","[9095739, 6209216, 5548051]"
f880e8b6-fc77-47d9-9886-110567d97d46,"[6.500490135132692, 11.052350660729505]","[1260000, 1716825]","[5526, 23845]","[8586135, 3219303]"
cc2fda20-98e9-404a-9d87-cc0c2ee382af,"[7.577528962448457, 3.9296621804907192, 5.442217094209529]","[1554595, 1660339, 3809290]","[129550, 13836, 11337]","[1902656, 5000000, 5000000]"
acea5e06-3104-4790-b0a5-6705d16c777d,"[19.62730187413527, 15.594123129114333, 5.2734087627902415, 5.2095111386831245]","[1749358, 1887294, 4318435, 632660]","[36445, 22468, 32715, 4793]","[1755365, 3505699, 6420906, 921127]"
d519b784-9102-425d-b4e8-e9628fd44ee5,"[10.717990557248198, 16.569578824505673, 3.4670070267428263, 16.819642202208627]","[2044960, 909627, 5270914, 2130354]","[24345, 15160, 15146, 35506]","[2750554, 1545631, 34478840, 2603287]"
3607dd0d-1f7d-4be9-9440-e481e9874f3f,"[5.608230459992505, 5.2849274715455]","[4376380, 192692]","[52100, 945]","[6661956, 5633010]"
2b93677f-cda3-475e-8154-9a93335f1cd9,"[5.993973886764563, 7.8723289096105855, 12.569069768167079, 5.003328066030587]","[24193532, 1886889, 841301, 144968]","[168011, 31448, 11685, 711]","[55036838, 6048154, 1193754, 8132741]"
795fbd72-e10a-414c-bd38-6f650e50014e,"[18.45036435660746, 5.2057316595227565, 7.18716646680648, 6.36160742701642]","[396516, 751288, 6348933, 2677112]","[33043, 12521, 132269, 11742]","[1316236, 1710477, 8303659, 6221600]"
8ec8531c-a3ee-4cc1-a190-0b0a2fc2f5f2,"[4.980793667037893, 8.141434065660238]","[8962577, 5286008]","[43934, 146834]","[27644544, 5565153]"
b560de92-187d-4a78-ab59-b24fd8f45157,[15.213539368273869],[269875],[4498],[616543]
82863f46-38a0-426c-816e-107ddd251796,"[4.875458580993747, 4.399083375982392, 7.041057022123867]","[197533, 7554197, 4728348]","[915, 26230, 49254]","[6298319, 19314094, 6180455]"
4f5163ae-d4d8-4e7e-bc98-844d628a5820,"[5.6769682209110695, 6.962503114103365]","[4033442, 2981311]","[16806, 22586]","[7954201, 7483677]"
33f9e0d2-42ee-48af-9285-19dab235d380,"[6.69483467477807, 7.3996207437472785, 7.699187017782536]","[15149440, 195693, 908242]","[70136, 4077, 12614]","[21772598, 227820, 1130399]"
3e329f52-f638-436f-8886-47efff1778a0,"[11.61302845125504, 6.820824347453453, 4.232649806249158, 4.5310298411541945]","[609140, 5246398, 390699, 490660]","[7252, 14573, 1714, 4543]","[2038610, 5734100, 953878, 500000]"
35095809-9aeb-49fa-a14b-8cf1e83f1eb9,"[5.9100319354516575, 5.972062681285943, 7.576582164210367]","[871341, 107299, 310020]","[18153, 1788, 2871]","[1128428, 500000, 500000]"
d32bdb19-dff6-4ce9-8fff-8db0f85d6698,[6.5101517984761585],[496966],[6902],[2762919]
ee9aafca-d590-4fbf-ac0b-8da57fb153de,"[6.9043520106016505, 18.18563502321984, 9.4098308756375, 10.887551255518673, 7.027375712578706]","[815182, 758382, 552449, 675189, 885531]","[4246, 21066, 11509, 14066, 18449]","[1752308, 883151, 1756000, 1000000, 1000000]"
1579ed1c-0246-47d8-80ed-dd411cca8524,"[10.868292789094, 5.314952638998687, 3.916289760843774]","[3127899, 17104614, 1736598]","[43443, 118782, 10337]","[4466044, 24553913, 5674039]"
bbec10d7-dc3b-494f-8771-07585f7a6a2a,"[6.238083939206943, 9.528402828475846, 4.501340000063319, 8.876317805360289, 7.6852229389604165]","[4214823, 9154936, 1237731, 2273686, 2678732]","[21952, 254304, 17191, 47368, 11749]","[10480151, 9809868, 1898555, 3183319, 19429591]"
90ea6966-8610-4e45-9cde-fda3487bd9c0,"[6.614229008907591, 7.522236747309179, 7.942432400520068, 8.38352922489307]","[356400, 994697, 649435, 168420]","[4243, 41446, 10824, 2807]","[3893201, 1876315, 1000000, 1000000]"
f785caa9-9b20-4ec4-9ce6-a00aebc8a7b7,"[4.141097953043961, 7.280838527446553]","[588775, 465349]","[4906, 2154]","[10873761, 500484]"
a3353714-bb11-4101-a45b-68894c09e3db,"[6.371689047319272, 17.443693034153213]","[240290, 319305]","[6675, 8870]","[1127871, 752149]"
bc328b0d-e2ad-4faa-b8cf-a4edcc1f409a,[5.107871453453145],[9853441],[51320],[23773817]
84da39d2-a191-4e35-a8f1-38310de02920,"[19.171151881029193, 6.878420817645906, 7.068612174482789, 8.230581528899322]","[1428911, 2367439, 1910816, 1177744]","[23815, 10960, 14476, 19629]","[2571410, 19562024, 6717505, 2910818]"
63086cb7-5ec2-4007-9104-8b0790f18377,"[4.463816018103795, 6.742365136472543]","[2705578, 338912]","[9394, 2568]","[5000000, 500000]"
c075d0c0-dd45-4051-abff-a6160196ed26,"[7.557665543892659, 4.380031026799938, 19.647348634158462]","[392059, 725135, 183576]","[4667, 4316, 3825]","[1384248, 903336, 374936]"
8cba2571-d368-446b-b10b-c86f7d088136,"[14.764744789275223, 4.242959032213804]","[675053, 27676912]","[18751, 115320]","[2084865, 53225570]"
db510f18-938d-45af-96b8-e54939f441af,"[17.935451846955534, 7.930014628444887]","[109370, 1704234]","[2279, 10925]","[2924264, 3809778]"
c4de3fd4-c98c-4767-9eb5-b668ea6842ee,[5.23691809934849],[9209602],[95933],[12300240]
f25005af-5382-4118-ba43-27e0444399a7,[7.938934872733721],[653037],[7774],[3606603]
a81300c3-8d08-4173-8977-7aee9ada9866,"[17.704629418085005, 17.52343082175797, 5.412689712613525]","[2707483, 1264103, 2915144]","[112812, 52671, 24293]","[4636174, 4338944, 6816516]"
dd2c4bfa-ffc1-4c4e-b979-532143601d56,"[3.3541558290311824, 7.1526918028380475, 5.223308005956168]","[3441920, 218657, 308104]","[23902, 911, 3668]","[5000000, 500000, 500000]"
2eb8b925-40b8-41cc-89f3-68a2f70f02fd,"[9.808440212983419, 6.4509066298803095, 6.228269346236023]","[483152, 2850348, 1502175]","[13421, 39588, 11380]","[1332287, 2949967, 2825953]"
5daaae29-bd32-4ba2-ba99-cef08d1a47f9,"[4.426787306883722, 4.564765935820537, 5.682763538966751]","[321246, 2395038, 486405]","[6693, 28512, 10133]","[6557145, 7305746, 1000520]"
9137e373-befa-4ef5-a90c-81c63459ab09,"[7.322550078404942, 6.502760932891579, 3.322282008551277]","[217928, 1098530, 3427000]","[4540, 9154, 10199]","[3970437, 15791071, 5000000]"
a72daba5-f034-4634-8ab2-18ddaf3970a7,"[12.170464397131802, 4.469838930625883, 4.570933710706036, 4.074691020541891]","[1240017, 3042338, 263517, 654401]","[34445, 9390, 1996, 13633]","[1404533, 5000000, 500000, 1000000]"
3f23cf24-5f5a-4cb0-bca6-abcfbf01e642,"[3.9433670953995468, 10.389626477832437, 6.487080266480733, 10.329783749619937, 11.182423219707527]","[3218113, 1835576, 3500436, 636149, 402911]","[9247, 25494, 9723, 17671, 6715]","[12628167, 1999418, 5383112, 1344742, 537525]"
0bf623fb-fd66-4c03-98bf-29921f8220c0,[12.824548363879147],[250953],[10456],[2199762]
51dfc7d9-f2b3-4b22-b313-3783999c57a8,"[3.7038834069684214, 16.308331630727054, 12.958383604750246, 4.185010210146224, 13.216678688698355]","[2182270, 724911, 175313, 689113, 1659681]","[18186, 20136, 14609, 14357, 69153]","[23081613, 1196838, 775578, 2064888, 2729533]"
ba691fb7-9e99-4a49-b10f-8481a15a94cd,"[6.525666959565719, 4.413063083625173, 6.840112286421686]","[14336128, 6211476, 811246]","[85334, 20705, 4225]","[18597352, 6464075, 1137445]"
6ec71f69-47dd-421c-a4b7-b81d20c581d1,"[18.126326471305475, 15.695154020929715, 3.868397419509932, 7.565895209461321]","[911459, 838449, 4658515, 749774]","[12659, 11645, 27729, 8926]","[2111766, 3739275, 7824977, 1000000]"
302fa238-9d47-429f-90d7-f3e714c0d7c4,"[5.684864926342727, 15.200929541026994, 5.116767502354184, 6.217208012536507, 16.821232632628508]","[604035, 2075926, 994531, 1404417, 122001]","[7191, 43248, 5525, 16719, 5083]","[2922042, 2601969, 10473925, 2000913, 4724847]"
f7f9f271-61a4-458d-9532-3164b2bf10e3,"[11.589044737242624, 5.363550808291313, 5.3407642727531845, 19.621240615126748, 6.010975421127201]","[2839903, 642819, 9137252, 783874, 1857821]","[39443, 7653, 40076, 16331, 8601]","[6114328, 4169791, 10827966, 3320546, 4697835]"
86b3f96f-bed2-4701-8335-78549acbfa67,"[6.230044014436276, 6.7085646541133155, 5.5368483141154865]","[2189437, 1634855, 462903]","[182453, 7170, 4286]","[4968038, 8930498, 9684122]"
ba5ee8c4-38e1-42d2-9e25-2bb5513e2056,"[5.138510771568694, 17.125818099501963, 4.4378694155670315]","[6487304, 783075, 113858]","[28453, 13051, 633]","[13615257, 1605569, 5107732]"
97ad4ea7-0fde-467e-92d3-4a8d9e2afdce,[5.331505476641124],[6624822],[110414],[8230841]
cd749be2-6d21-40c2-b90e-38b04e9fd73c,"[9.48264248532633, 4.5934635000788075]","[456824, 3748731]","[5438, 52066]","[553308, 12906632]"
4819ab1e-a187-428f-8707-1f675b7b850d,[17.318012431571354],[325065],[9030],[491927]
